Year,g_median,mean,median
1998,0.00870872535459611,0.0028664804916423738,0.0019845213664105815
1999,0.004400149077740446,0.0008375631626996711,-0.00015574375828908692
2000,0.004360288235779076,-0.00020794070334387998,0.00041507495680628045
2001,-0.014986010758055385,-0.0002813048531275422,0.00011648609806552793
2002,0.0024643373803113584,-0.0007777644381250426,-0.002264061174676437
2003,0.010997707101183201,0.0008896789117906252,0.0012326600008011094
2004,0.0015455916247346594,0.00013985100007762343,0.00024783034260107695
2005,-0.00035120224456294417,-6.044797364652364e-06,0.00023585008713745108
2006,0.00023562604243320082,0.0005885118587981845,0.000646701084322311
2007,-0.002410099296721004,0.0002661730178073019,0.0008887506410378685
2008,-0.005426586484604736,-0.0017119120307618981,-0.0007875938976044417
2009,0.010740250962468266,0.0007798485347647701,0.0013149702141807204
2010,-0.0007213300860938132,0.0003665596918646572,0.000462694124730469
2011,0.002268562311261956,0.00023859355945468467,0.00106167703275889
2012,-0.0006411181596776332,0.0002068008852082841,-0.000270197186996849
2013,0.005834695019230701,0.0009679643589290326,0.001025529104430966
2014,-0.0006373179108917332,0.00033958540194741117,0.0006784744261530225
2015,-0.008693355540404327,-8.85630463481016e-05,-0.0001922764308199084
2016,-0.013244520042976923,0.0004761416523405083,0.0006351974191171842
2017,0.0013295637390253858,0.000898355032036064,0.000943777691486023
2018,0.005989938585520197,0.00011215484222814416,0.0009235808345478492
