Year,g_median,mean,median
1998,-0.005215130731055775,0.0020917505427026565,-0.0033394356691109884
1999,0.025597046484171063,0.0036238068343856823,0.005198029885429538
2000,0.0021125823781205583,-0.004898245064999355,-0.005173362301770303
2001,-0.030569176570314625,0.0017216246384479084,0.0010404079197792462
2002,0.011120335315997407,-0.0018845326843411764,-0.0012657242603811678
2003,0.00021748756267734454,0.0016745809922991052,0.0021961758680611133
2004,-0.008673483558164753,0.004411276940311289,0.0034736389679489114
2005,-0.03273200536266357,0.003102639362074498,0.003757307586604537
2006,0.013861578244627798,0.0006725494195051477,-0.0008914575212696237
2007,-0.007481314713382026,0.003448577150271794,0.0032208094609549463
2008,-0.02175641147587342,-0.003327335512535276,-0.0017053221511684783
2009,0.014985859775985613,0.0036027936271842433,0.004408647778654764
2010,0.02358813278146806,0.0016491872311580652,0.002131661859695415
2011,0.08320707450577959,0.0008837450987852823,0.0013038492267294813
2012,-0.03792448045927735,0.0009409922633868796,0.0009869388378995502
2013,0.006974738359433101,0.0003254847906648473,0.00076785365699912
2014,0.012703523564877299,0.0014056835373739435,0.001391468097524634
2015,-0.045036256593064844,-0.0002098068316788812,-0.0007835964526596852
2016,-0.007527506943229921,0.0003422845590634626,0.001412502357359898
2017,0.06715304915596511,0.0015126478077367492,0.0017646237708164251
2018,-0.010850519560303567,0.0012963747112885928,0.0024924058031958584
